Timestamp,Hour,Minute,DayOfWeek,Total_Usage_W
2024-01-01 07:30:00,7,30,0,0.66
2024-01-01 07:35:00,7,35,0,2.21
2024-01-01 07:40:00,7,40,0,0.0
2024-01-01 07:45:00,7,45,0,0.0
2024-01-01 07:50:00,7,50,0,1.61
2024-01-01 07:55:00,7,55,0,4.22
2024-01-01 08:00:00,8,0,0,700.48
2024-01-01 08:05:00,8,5,0,700.39
2024-01-01 08:10:00,8,10,0,703.47
2024-01-01 08:15:00,8,15,0,701.61
2024-01-01 08:20:00,8,20,0,704.0
2024-01-01 08:25:00,8,25,0,697.77
2024-01-01 08:30:00,8,30,0,3.9
2024-01-01 08:35:00,8,35,0,0.0
2024-01-01 08:40:00,8,40,0,0.44
2024-01-01 08:45:00,8,45,0,3.99
2024-01-01 08:50:00,8,50,0,0.0
2024-01-01 08:55:00,8,55,0,3.71
2024-01-01 09:00:00,9,0,0,1928.26
2024-01-01 09:05:00,9,5,0,1929.1
2024-01-01 09:10:00,9,10,0,1925.64
2024-01-01 09:15:00,9,15,0,1932.77
2024-01-01 09:20:00,9,20,0,1932.14
2024-01-01 09:25:00,9,25,0,1934.57
2024-01-01 09:30:00,9,30,0,1232.27
2024-01-01 09:35:00,9,35,0,1233.59
2024-01-01 09:40:00,9,40,0,1232.41
2024-01-01 09:45:00,9,45,0,1232.61
2024-01-01 09:50:00,9,50,0,1234.42
2024-01-01 09:55:00,9,55,0,1232.0
2024-01-01 10:00:00,10,0,0,1944.98
2024-01-01 10:05:00,10,5,0,1941.75
2024-01-01 10:10:00,10,10,0,1940.17
2024-01-01 10:15:00,10,15,0,1948.22
2024-01-01 10:20:00,10,20,0,1949.72
2024-01-01 10:25:00,10,25,0,1943.57
2024-01-01 10:30:00,10,30,0,1244.87
2024-01-01 10:35:00,10,35,0,1243.15
2024-01-01 10:40:00,10,40,0,1249.25
2024-01-01 10:45:00,10,45,0,1245.41
2024-01-01 10:50:00,10,50,0,1240.86
2024-01-01 10:55:00,10,55,0,1244.47
2024-01-01 11:00:00,11,0,0,3225.01
2024-01-01 11:05:00,11,5,0,3230.85
2024-01-01 11:10:00,11,10,0,3225.25
2024-01-01 11:15:00,11,15,0,3227.1
2024-01-01 11:20:00,11,20,0,3233.32
2024-01-01 11:25:00,11,25,0,3225.99
2024-01-01 11:30:00,11,30,0,2529.45
2024-01-01 11:35:00,11,35,0,2531.09
2024-01-01 11:40:00,11,40,0,2530.25
2024-01-01 11:45:00,11,45,0,2532.1
2024-01-01 11:50:00,11,50,0,2526.35
2024-01-01 11:55:00,11,55,0,2525.03
2024-01-01 12:00:00,12,0,0,3227.01
2024-01-01 12:05:00,12,5,0,3232.57
2024-01-01 12:10:00,12,10,0,3229.57
2024-01-01 12:15:00,12,15,0,3226.71
2024-01-01 12:20:00,12,20,0,3233.36
2024-01-01 12:25:00,12,25,0,3232.53
2024-01-01 12:30:00,12,30,0,2525.84
2024-01-01 12:35:00,12,35,0,2533.1
2024-01-01 12:40:00,12,40,0,2527.78
2024-01-01 12:45:00,12,45,0,2531.48
2024-01-01 12:50:00,12,50,0,2527.31
2024-01-01 12:55:00,12,55,0,2526.93
2024-01-01 13:00:00,13,0,0,729.38
2024-01-01 13:05:00,13,5,0,729.03
2024-01-01 13:10:00,13,10,0,728.89
2024-01-01 13:15:00,13,15,0,729.61
2024-01-01 13:20:00,13,20,0,731.19
2024-01-01 13:25:00,13,25,0,726.18
2024-01-01 13:30:00,13,30,0,31.72
2024-01-01 13:35:00,13,35,0,25.18
2024-01-01 13:40:00,13,40,0,34.19
2024-01-01 13:45:00,13,45,0,31.99
2024-01-01 13:50:00,13,50,0,28.8
2024-01-01 13:55:00,13,55,0,34.35
2024-01-01 14:00:00,14,0,0,2170.11
2024-01-01 14:05:00,14,5,0,2166.79
2024-01-01 14:10:00,14,10,0,2170.32
2024-01-01 14:15:00,14,15,0,2170.63
2024-01-01 14:20:00,14,20,0,2173.3
2024-01-01 14:25:00,14,25,0,2169.83
2024-01-01 14:30:00,14,30,0,1472.9
2024-01-01 14:35:00,14,35,0,1467.64
2024-01-01 14:40:00,14,40,0,1472.42
2024-01-01 14:45:00,14,45,0,1470.43
2024-01-01 14:50:00,14,50,0,1472.47
2024-01-01 14:55:00,14,55,0,1473.88
2024-01-01 15:00:00,15,0,0,2136.57
2024-01-01 15:05:00,15,5,0,2139.49
2024-01-01 15:10:00,15,10,0,2138.56
2024-01-01 15:15:00,15,15,0,2140.13
2024-01-01 15:20:00,15,20,0,2142.79
2024-01-01 15:25:00,15,25,0,2143.94
2024-01-01 15:30:00,15,30,0,1443.06
2024-01-01 15:35:00,15,35,0,1442.8
2024-01-01 15:40:00,15,40,0,1435.41
2024-01-01 15:45:00,15,45,0,1435.69
2024-01-01 15:50:00,15,50,0,1444.93
2024-01-01 15:55:00,15,55,0,1442.61
2024-01-01 16:00:00,16,0,0,2136.09
2024-01-01 16:05:00,16,5,0,2140.19
2024-01-01 16:10:00,16,10,0,2140.72
2024-01-01 16:15:00,16,15,0,2136.92
2024-01-01 16:20:00,16,20,0,2136.73
2024-01-01 16:25:00,16,25,0,2142.59
2024-01-01 16:30:00,16,30,0,1442.9
2024-01-01 16:35:00,16,35,0,1439.29
2024-01-01 16:40:00,16,40,0,1438.91
2024-01-01 16:45:00,16,45,0,1441.89
2024-01-01 16:50:00,16,50,0,1444.66
2024-01-01 16:55:00,16,55,0,1443.8
2024-01-01 17:00:00,17,0,0,2143.35
2024-01-01 17:05:00,17,5,0,2138.94
2024-01-01 17:10:00,17,10,0,2135.82
2024-01-01 17:15:00,17,15,0,2136.58
2024-01-01 17:20:00,17,20,0,2143.92
2024-01-01 17:25:00,17,25,0,2135.1
2024-01-01 17:30:00,17,30,0,1438.42
2024-01-01 17:35:00,17,35,0,1440.8
2024-01-01 17:40:00,17,40,0,1438.25
2024-01-01 17:45:00,17,45,0,1441.12
2024-01-01 17:50:00,17,50,0,1438.57
2024-01-01 17:55:00,17,55,0,1438.48
2024-01-01 18:00:00,18,0,0,2217.29
2024-01-01 18:05:00,18,5,0,2224.21
2024-01-01 18:10:00,18,10,0,2215.62
2024-01-01 18:15:00,18,15,0,2219.4
2024-01-01 18:20:00,18,20,0,2223.65
2024-01-01 18:25:00,18,25,0,2218.27
2024-01-01 18:30:00,18,30,0,1523.05
2024-01-01 18:35:00,18,35,0,1518.77
2024-01-01 18:40:00,18,40,0,1521.44
2024-01-01 18:45:00,18,45,0,1522.32
2024-01-01 18:50:00,18,50,0,1521.52
2024-01-01 18:55:00,18,55,0,1515.44
2024-01-01 19:00:00,19,0,0,3340.18
2024-01-01 19:05:00,19,5,0,3344.38
2024-01-01 19:10:00,19,10,0,3338.8
2024-01-01 19:15:00,19,15,0,3342.92
2024-01-01 19:20:00,19,20,0,3338.13
2024-01-01 19:25:00,19,25,0,3343.16
2024-01-01 19:30:00,19,30,0,2620.95
2024-01-01 19:35:00,19,35,0,2630.0
2024-01-01 19:40:00,19,40,0,2620.53
2024-01-01 19:45:00,19,45,0,2622.14
2024-01-01 19:50:00,19,50,0,2621.91
2024-01-01 19:55:00,19,55,0,2626.04
2024-01-01 20:00:00,20,0,0,2708.56
2024-01-01 20:05:00,20,5,0,2701.0
2024-01-01 20:10:00,20,10,0,2705.73
2024-01-01 20:15:00,20,15,0,2700.09
2024-01-01 20:20:00,20,20,0,2704.24
2024-01-01 20:25:00,20,25,0,2706.24
2024-01-01 20:30:00,20,30,0,2008.55
2024-01-01 20:35:00,20,35,0,2001.18
2024-01-01 20:40:00,20,40,0,2002.46
2024-01-01 20:45:00,20,45,0,2001.21
2024-01-01 20:50:00,20,50,0,2004.58
2024-01-01 20:55:00,20,55,0,2002.75
2024-01-01 21:00:00,21,0,0,2709.05
2024-01-01 21:05:00,21,5,0,2703.92
2024-01-01 21:10:00,21,10,0,2703.81
2024-01-01 21:15:00,21,15,0,2703.78
2024-01-01 21:20:00,21,20,0,2700.63
2024-01-01 21:25:00,21,25,0,2706.91
2024-01-01 21:30:00,21,30,0,2005.44
2024-01-01 21:35:00,21,35,0,2003.09
2024-01-01 21:40:00,21,40,0,2009.14
2024-01-01 21:45:00,21,45,0,2006.76
2024-01-01 21:50:00,21,50,0,2002.33
2024-01-01 21:55:00,21,55,0,2008.11
2024-01-01 22:00:00,22,0,0,2380.75
2024-01-01 22:05:00,22,5,0,2383.1
2024-01-01 22:10:00,22,10,0,2377.54
2024-01-01 22:15:00,22,15,0,2376.86
2024-01-01 22:20:00,22,20,0,2382.2
2024-01-01 22:25:00,22,25,0,2377.28
2024-01-01 22:30:00,22,30,0,1680.99
2024-01-01 22:35:00,22,35,0,1681.63
2024-01-01 22:40:00,22,40,0,1683.62
2024-01-01 22:45:00,22,45,0,1677.21
2024-01-01 22:50:00,22,50,0,1684.26
2024-01-01 22:55:00,22,55,0,1682.26
2024-01-01 23:00:00,23,0,0,2384.9
2024-01-01 23:05:00,23,5,0,2379.28
2024-01-01 23:10:00,23,10,0,2382.96
2024-01-01 23:15:00,23,15,0,2381.5
2024-01-01 23:20:00,23,20,0,2377.45
2024-01-01 23:25:00,23,25,0,2375.55
2024-01-01 23:30:00,23,30,0,1683.18
2024-01-01 23:35:00,23,35,0,1675.55
2024-01-01 23:40:00,23,40,0,1677.89
2024-01-01 23:45:00,23,45,0,1679.89
2024-01-01 23:50:00,23,50,0,1684.51
2024-01-01 23:55:00,23,55,0,1683.99
2024-01-02 00:00:00,0,0,1,2383.69
2024-01-02 00:05:00,0,5,1,2375.51
2024-01-02 00:10:00,0,10,1,2382.19
2024-01-02 00:15:00,0,15,1,2378.88
2024-01-02 00:20:00,0,20,1,2375.04
2024-01-02 00:25:00,0,25,1,2378.98
2024-01-02 00:30:00,0,30,1,1679.4
2024-01-02 00:35:00,0,35,1,1682.94
2024-01-02 00:40:00,0,40,1,1677.51
2024-01-02 00:45:00,0,45,1,1675.29
2024-01-02 00:50:00,0,50,1,1675.72
2024-01-02 00:55:00,0,55,1,1678.43
2024-01-02 01:00:00,1,0,1,2382.54
2024-01-02 01:05:00,1,5,1,2375.08
2024-01-02 01:10:00,1,10,1,2375.57
2024-01-02 01:15:00,1,15,1,2382.67
2024-01-02 01:20:00,1,20,1,2379.56
2024-01-02 01:25:00,1,25,1,2381.36
2024-01-02 01:30:00,1,30,1,1676.17
2024-01-02 01:35:00,1,35,1,1678.08
2024-01-02 01:40:00,1,40,1,1676.4
2024-01-02 01:45:00,1,45,1,1679.2
2024-01-02 01:50:00,1,50,1,1679.9
2024-01-02 01:55:00,1,55,1,1681.75
2024-01-02 02:00:00,2,0,1,2380.06
2024-01-02 02:05:00,2,5,1,2381.33
2024-01-02 02:10:00,2,10,1,2380.45
2024-01-02 02:15:00,2,15,1,2375.31
2024-01-02 02:20:00,2,20,1,2379.7
2024-01-02 02:25:00,2,25,1,2375.97
2024-01-02 02:30:00,2,30,1,1683.22
2024-01-02 02:35:00,2,35,1,1678.22
2024-01-02 02:40:00,2,40,1,1683.54
2024-01-02 02:45:00,2,45,1,1678.24
2024-01-02 02:50:00,2,50,1,1678.39
2024-01-02 02:55:00,2,55,1,1676.74
2024-01-02 03:00:00,3,0,1,2379.07
2024-01-02 03:05:00,3,5,1,2378.99
2024-01-02 03:10:00,3,10,1,2383.42
2024-01-02 03:15:00,3,15,1,2377.39
2024-01-02 03:20:00,3,20,1,2382.68
2024-01-02 03:25:00,3,25,1,2375.55
2024-01-02 03:30:00,3,30,1,1682.22
2024-01-02 03:35:00,3,35,1,1676.86
2024-01-02 03:40:00,3,40,1,1675.62
2024-01-02 03:45:00,3,45,1,1684.75
2024-01-02 03:50:00,3,50,1,1681.99
2024-01-02 03:55:00,3,55,1,1678.53
2024-01-02 04:00:00,4,0,1,2383.61
2024-01-02 04:05:00,4,5,1,2383.98
2024-01-02 04:10:00,4,10,1,2380.63
2024-01-02 04:15:00,4,15,1,2375.31
2024-01-02 04:20:00,4,20,1,2383.67
2024-01-02 04:25:00,4,25,1,2376.15
2024-01-02 04:30:00,4,30,1,1678.56
2024-01-02 04:35:00,4,35,1,1676.51
2024-01-02 04:40:00,4,40,1,1675.94
2024-01-02 04:45:00,4,45,1,1683.26
2024-01-02 04:50:00,4,50,1,1679.92
2024-01-02 04:55:00,4,55,1,1679.77
2024-01-02 05:00:00,5,0,1,3341.9
2024-01-02 05:05:00,5,5,1,3338.77
2024-01-02 05:10:00,5,10,1,11390.66
2024-01-02 05:15:00,5,15,1,11391.25
2024-01-02 05:20:00,5,20,1,11392.71
2024-01-02 05:25:00,5,25,1,3343.1
2024-01-02 05:30:00,5,30,1,10679.36
2024-01-02 05:35:00,5,35,1,10681.62
2024-01-02 05:40:00,5,40,1,10675.0
2024-01-02 05:45:00,5,45,1,10678.96
2024-01-02 05:50:00,5,50,1,10675.34
2024-01-02 05:55:00,5,55,1,10681.72
2024-01-02 06:00:00,6,0,1,19312.44
2024-01-02 06:05:00,6,5,1,19312.37
2024-01-02 06:10:00,6,10,1,19316.33
2024-01-02 06:15:00,6,15,1,19319.32
2024-01-02 06:20:00,6,20,1,11302.19
2024-01-02 06:25:00,6,25,1,11303.42
2024-01-02 06:30:00,6,30,1,0.0
2024-01-02 06:35:00,6,35,1,4.29
2024-01-02 06:40:00,6,40,1,0.0
2024-01-02 06:45:00,6,45,1,3.66
2024-01-02 06:50:00,6,50,1,0.78
2024-01-02 06:55:00,6,55,1,0.0
2024-01-02 07:00:00,7,0,1,696.53
2024-01-02 07:05:00,7,5,1,699.06
2024-01-02 07:10:00,7,10,1,696.47
2024-01-02 07:15:00,7,15,1,696.58
2024-01-02 07:20:00,7,20,1,696.41
2024-01-02 07:25:00,7,25,1,702.72
2024-01-02 07:30:00,7,30,1,3.1
2024-01-02 07:35:00,7,35,1,0.0
2024-01-02 07:40:00,7,40,1,3.84
2024-01-02 07:45:00,7,45,1,4.5
2024-01-02 07:50:00,7,50,1,0.7
2024-01-02 07:55:00,7,55,1,0.0
2024-01-02 08:00:00,8,0,1,696.75
2024-01-02 08:05:00,8,5,1,704.75
2024-01-02 08:10:00,8,10,1,703.25
2024-01-02 08:15:00,8,15,1,700.14
2024-01-02 08:20:00,8,20,1,695.94
2024-01-02 08:25:00,8,25,1,701.34
2024-01-02 08:30:00,8,30,1,0.0
2024-01-02 08:35:00,8,35,1,0.0
2024-01-02 08:40:00,8,40,1,0.0
2024-01-02 08:45:00,8,45,1,0.4
2024-01-02 08:50:00,8,50,1,0.0
2024-01-02 08:55:00,8,55,1,0.0
2024-01-02 09:00:00,9,0,1,1898.71
2024-01-02 09:05:00,9,5,1,1895.53
2024-01-02 09:10:00,9,10,1,1903.17
2024-01-02 09:15:00,9,15,1,1903.69
2024-01-02 09:20:00,9,20,1,1898.85
2024-01-02 09:25:00,9,25,1,1898.5
2024-01-02 09:30:00,9,30,1,1196.1
2024-01-02 09:35:00,9,35,1,1203.62
2024-01-02 09:40:00,9,40,1,1196.6
2024-01-02 09:45:00,9,45,1,1201.98
2024-01-02 09:50:00,9,50,1,1202.07
2024-01-02 09:55:00,9,55,1,1203.66
2024-01-02 10:00:00,10,0,1,1896.97
2024-01-02 10:05:00,10,5,1,1895.86
2024-01-02 10:10:00,10,10,1,1899.6
2024-01-02 10:15:00,10,15,1,1898.06
2024-01-02 10:20:00,10,20,1,1898.32
2024-01-02 10:25:00,10,25,1,1895.36
2024-01-02 10:30:00,10,30,1,1200.51
2024-01-02 10:35:00,10,35,1,1195.0
2024-01-02 10:40:00,10,40,1,1195.47
2024-01-02 10:45:00,10,45,1,1200.38
2024-01-02 10:50:00,10,50,1,1203.17
2024-01-02 10:55:00,10,55,1,1204.07
2024-01-02 11:00:00,11,0,1,3200.29
2024-01-02 11:05:00,11,5,1,3198.89
2024-01-02 11:10:00,11,10,1,3200.27
2024-01-02 11:15:00,11,15,1,3196.26
2024-01-02 11:20:00,11,20,1,3202.76
2024-01-02 11:25:00,11,25,1,3199.47
2024-01-02 11:30:00,11,30,1,2503.57
2024-01-02 11:35:00,11,35,1,2500.52
2024-01-02 11:40:00,11,40,1,2496.57
2024-01-02 11:45:00,11,45,1,2502.8
2024-01-02 11:50:00,11,50,1,2498.57
2024-01-02 11:55:00,11,55,1,2499.47
2024-01-02 12:00:00,12,0,1,3204.72
2024-01-02 12:05:00,12,5,1,3202.04
2024-01-02 12:10:00,12,10,1,3204.42
2024-01-02 12:15:00,12,15,1,3200.28
2024-01-02 12:20:00,12,20,1,3202.08
2024-01-02 12:25:00,12,25,1,3203.73
2024-01-02 12:30:00,12,30,1,2499.49
2024-01-02 12:35:00,12,35,1,2503.4
2024-01-02 12:40:00,12,40,1,2498.34
2024-01-02 12:45:00,12,45,1,2501.51
2024-01-02 12:50:00,12,50,1,2504.78
2024-01-02 12:55:00,12,55,1,2501.87
2024-01-02 13:00:00,13,0,1,701.79
2024-01-02 13:05:00,13,5,1,699.5
2024-01-02 13:10:00,13,10,1,699.56
2024-01-02 13:15:00,13,15,1,699.76
2024-01-02 13:20:00,13,20,1,697.59
2024-01-02 13:25:00,13,25,1,704.45
2024-01-02 13:30:00,13,30,1,0.0
2024-01-02 13:35:00,13,35,1,0.0
2024-01-02 13:40:00,13,40,1,4.4
2024-01-02 13:45:00,13,45,1,0.0
2024-01-02 13:50:00,13,50,1,0.91
2024-01-02 13:55:00,13,55,1,0.0
2024-01-02 14:00:00,14,0,1,2170.98
2024-01-02 14:05:00,14,5,1,2172.17
2024-01-02 14:10:00,14,10,1,2167.2
2024-01-02 14:15:00,14,15,1,2174.03
2024-01-02 14:20:00,14,20,1,2166.6
2024-01-02 14:25:00,14,25,1,2167.99
2024-01-02 14:30:00,14,30,1,1468.61
2024-01-02 14:35:00,14,35,1,1473.32
2024-01-02 14:40:00,14,40,1,1472.07
2024-01-02 14:45:00,14,45,1,1467.25
2024-01-02 14:50:00,14,50,1,1467.92
2024-01-02 14:55:00,14,55,1,1471.41
2024-01-02 15:00:00,15,0,1,2136.91
2024-01-02 15:05:00,15,5,1,2135.06
2024-01-02 15:10:00,15,10,1,2137.83
2024-01-02 15:15:00,15,15,1,2141.08
2024-01-02 15:20:00,15,20,1,2141.21
2024-01-02 15:25:00,15,25,1,2138.73
2024-01-02 15:30:00,15,30,1,1439.96
2024-01-02 15:35:00,15,35,1,1439.44
2024-01-02 15:40:00,15,40,1,1435.99
2024-01-02 15:45:00,15,45,1,1438.83
2024-01-02 15:50:00,15,50,1,1442.83
2024-01-02 15:55:00,15,55,1,1444.61
2024-01-02 16:00:00,16,0,1,2135.85
2024-01-02 16:05:00,16,5,1,2144.12
2024-01-02 16:10:00,16,10,1,2142.39
2024-01-02 16:15:00,16,15,1,2135.26
2024-01-02 16:20:00,16,20,1,2143.61
2024-01-02 16:25:00,16,25,1,2136.7
2024-01-02 16:30:00,16,30,1,1442.97
2024-01-02 16:35:00,16,35,1,1436.58
2024-01-02 16:40:00,16,40,1,1443.27
2024-01-02 16:45:00,16,45,1,1439.21
2024-01-02 16:50:00,16,50,1,1439.67
2024-01-02 16:55:00,16,55,1,1435.7
2024-01-02 17:00:00,17,0,1,2136.69
2024-01-02 17:05:00,17,5,1,2142.7
2024-01-02 17:10:00,17,10,1,2140.65
2024-01-02 17:15:00,17,15,1,2141.69
2024-01-02 17:20:00,17,20,1,2136.79
2024-01-02 17:25:00,17,25,1,2139.23
2024-01-02 17:30:00,17,30,1,1437.57
2024-01-02 17:35:00,17,35,1,1442.16
2024-01-02 17:40:00,17,40,1,1444.48
2024-01-02 17:45:00,17,45,1,1438.56
2024-01-02 17:50:00,17,50,1,1435.29
2024-01-02 17:55:00,17,55,1,1441.86
2024-01-02 18:00:00,18,0,1,2217.32
2024-01-02 18:05:00,18,5,1,2219.26
2024-01-02 18:10:00,18,10,1,2218.95
2024-01-02 18:15:00,18,15,1,2224.15
2024-01-02 18:20:00,18,20,1,2216.09
2024-01-02 18:25:00,18,25,1,2224.04
2024-01-02 18:30:00,18,30,1,1523.62
2024-01-02 18:35:00,18,35,1,1523.77
2024-01-02 18:40:00,18,40,1,1520.47
2024-01-02 18:45:00,18,45,1,1515.71
2024-01-02 18:50:00,18,50,1,1521.82
2024-01-02 18:55:00,18,55,1,1518.1
2024-01-02 19:00:00,19,0,1,3339.7
2024-01-02 19:05:00,19,5,1,3342.62
2024-01-02 19:10:00,19,10,1,3340.07
2024-01-02 19:15:00,19,15,1,3337.94
2024-01-02 19:20:00,19,20,1,3344.04
2024-01-02 19:25:00,19,25,1,3336.19
2024-01-02 19:30:00,19,30,1,2621.44
2024-01-02 19:35:00,19,35,1,2622.37
2024-01-02 19:40:00,19,40,1,2621.24
2024-01-02 19:45:00,19,45,1,2625.05
2024-01-02 19:50:00,19,50,1,2624.75
2024-01-02 19:55:00,19,55,1,2620.75
2024-01-02 20:00:00,20,0,1,2707.32
2024-01-02 20:05:00,20,5,1,2704.99
2024-01-02 20:10:00,20,10,1,2707.52
2024-01-02 20:15:00,20,15,1,2703.13
2024-01-02 20:20:00,20,20,1,2702.16
2024-01-02 20:25:00,20,25,1,2700.04
2024-01-02 20:30:00,20,30,1,2006.12
2024-01-02 20:35:00,20,35,1,2009.94
2024-01-02 20:40:00,20,40,1,2007.2
2024-01-02 20:45:00,20,45,1,2004.47
2024-01-02 20:50:00,20,50,1,2009.22
2024-01-02 20:55:00,20,55,1,2000.47
2024-01-02 21:00:00,21,0,1,2708.84
2024-01-02 21:05:00,21,5,1,2709.64
2024-01-02 21:10:00,21,10,1,2701.12
2024-01-02 21:15:00,21,15,1,2707.05
2024-01-02 21:20:00,21,20,1,2706.34
2024-01-02 21:25:00,21,25,1,2703.68
2024-01-02 21:30:00,21,30,1,2009.02
2024-01-02 21:35:00,21,35,1,2002.68
2024-01-02 21:40:00,21,40,1,2002.44
2024-01-02 21:45:00,21,45,1,2005.51
2024-01-02 21:50:00,21,50,1,2007.8
2024-01-02 21:55:00,21,55,1,2008.93
2024-01-02 22:00:00,22,0,1,2377.44
2024-01-02 22:05:00,22,5,1,2383.33
2024-01-02 22:10:00,22,10,1,2382.16
2024-01-02 22:15:00,22,15,1,2381.74
2024-01-02 22:20:00,22,20,1,2378.22
2024-01-02 22:25:00,22,25,1,2380.34
2024-01-02 22:30:00,22,30,1,1681.48
2024-01-02 22:35:00,22,35,1,1676.83
2024-01-02 22:40:00,22,40,1,1675.77
2024-01-02 22:45:00,22,45,1,1683.99
2024-01-02 22:50:00,22,50,1,1681.87
2024-01-02 22:55:00,22,55,1,1681.78
2024-01-02 23:00:00,23,0,1,2381.64
2024-01-02 23:05:00,23,5,1,2376.77
2024-01-02 23:10:00,23,10,1,2377.68
2024-01-02 23:15:00,23,15,1,2384.11
2024-01-02 23:20:00,23,20,1,2375.54
2024-01-02 23:25:00,23,25,1,2381.88
2024-01-02 23:30:00,23,30,1,1679.81
2024-01-02 23:35:00,23,35,1,1680.28
2024-01-02 23:40:00,23,40,1,1677.09
2024-01-02 23:45:00,23,45,1,1676.67
2024-01-02 23:50:00,23,50,1,1676.01
2024-01-02 23:55:00,23,55,1,1677.86
2024-01-03 00:00:00,0,0,2,2380.61
2024-01-03 00:05:00,0,5,2,2377.1
2024-01-03 00:10:00,0,10,2,2379.03
2024-01-03 00:15:00,0,15,2,2377.18
2024-01-03 00:20:00,0,20,2,2381.49
2024-01-03 00:25:00,0,25,2,2379.3
2024-01-03 00:30:00,0,30,2,1675.07
2024-01-03 00:35:00,0,35,2,1680.69
